trip_distance,fare_amount,tip_amount,total_amount,passenger_count,payment_type,pickup_datetime,dropoff_datetime
9.8,35.5,7.45,44.75,1,1,2018-01-09 16:21:16.000000 UTC,2018-01-09 17:01:58.000000 UTC
10.6,35.5,4.31,47.37,1,1,2018-01-23 17:16:26.000000 UTC,2018-01-23 17:58:16.000000 UTC
12.3,35.5,1.11,43.17,1,1,2018-01-05 06:13:22.000000 UTC,2018-01-05 06:40:42.000000 UTC
0.13,90,9,112.3,1,1,2018-01-30 17:25:53.000000 UTC,2018-01-30 17:26:28.000000 UTC
17.9,90,19.2,115.26,1,1,2018-01-22 12:50:50.000000 UTC,2018-01-22 13:19:46.000000 UTC
29.1,90,0,90.8,2,2,2018-01-30 12:40:44.000000 UTC,2018-01-30 13:57:31.000000 UTC
20.2,90,0,90.8,1,1,2018-01-13 03:33:32.000000 UTC,2018-01-13 04:10:48.000000 UTC
13.55,90,21.26,127.56,1,1,2018-01-13 21:07:22.000000 UTC,2018-01-13 21:31:27.000000 UTC
19.3,90,0,108.56,1,2,2018-01-31 17:55:49.000000 UTC,2018-01-31 18:43:52.000000 UTC
17.24,90,25,127.8,1,1,2018-01-12 15:49:42.000000 UTC,2018-01-12 17:27:08.000000 UTC
16.25,90,0,101.3,2,1,2018-01-03 13:19:00.000000 UTC,2018-01-03 13:44:02.000000 UTC
17.16,90,18.06,108.36,1,1,2018-01-05 09:49:27.000000 UTC,2018-01-05 10:27:36.000000 UTC
13.7,90,25.7,128.5,1,1,2018-01-07 19:18:34.000000 UTC,2018-01-07 19:54:33.000000 UTC
19.6,90,15,121.56,1,1,2018-01-26 21:01:50.000000 UTC,2018-01-26 21:46:47.000000 UTC
21.66,90,0,106.56,3,2,2018-01-05 09:59:21.000000 UTC,2018-01-05 10:54:55.000000 UTC
22.9,90,23,130.8,3,1,2018-01-24 15:26:22.000000 UTC,2018-01-24 16:46:55.000000 UTC
14.99,90,0,90.3,2,1,2018-01-01 07:16:04.000000 UTC,2018-01-01 07:41:01.000000 UTC
24.65,90,0,90.3,1,1,2018-01-24 22:41:34.000000 UTC,2018-01-24 23:19:33.000000 UTC
1.5,90,0,90.3,2,1,2018-01-11 04:24:21.000000 UTC,2018-01-11 04:29:41.000000 UTC
1.6,90,0,90.3,1,1,2018-01-12 14:46:49.000000 UTC,2018-01-12 15:01:00.000000 UTC
19.3,90,0,90.3,4,2,2018-01-23 11:50:17.000000 UTC,2018-01-23 12:26:04.000000 UTC
16.37,90,0,90.3,2,2,2018-01-07 12:36:23.000000 UTC,2018-01-07 13:00:57.000000 UTC
18.5,90,18.16,108.96,1,1,2018-01-08 19:02:15.000000 UTC,2018-01-08 19:41:25.000000 UTC
37.56,90,0,96.56,4,1,2018-01-26 20:25:13.000000 UTC,2018-01-26 21:26:50.000000 UTC
29.3,90,0,96.56,1,2,2018-01-05 13:12:51.000000 UTC,2018-01-05 14:40:24.000000 UTC
24.9,90,0,96.56,2,2,2018-01-08 07:32:54.000000 UTC,2018-01-08 08:44:21.000000 UTC
16,90,15.05,120,2,1,2018-01-04 16:27:10.000000 UTC,2018-01-04 16:57:11.000000 UTC
13.6,90,15,120.8,1,1,2018-01-17 22:45:21.000000 UTC,2018-01-17 23:09:19.000000 UTC
31,90,0,101.8,1,3,2018-01-05 21:10:39.000000 UTC,2018-01-05 22:27:47.000000 UTC
14.9,90,9.7,100,1,1,2018-01-15 12:59:06.000000 UTC,2018-01-15 13:32:03.000000 UTC
23.6,90,12,103.3,1,1,2018-01-13 23:01:49.000000 UTC,2018-01-13 23:37:54.000000 UTC
14.2,90,20,128.56,1,1,2018-01-07 18:49:11.000000 UTC,2018-01-07 19:30:22.000000 UTC
3.9,90,0,100.8,2,2,2018-01-28 21:18:35.000000 UTC,2018-01-28 21:29:06.000000 UTC
19.17,90,11.11,112.41,1,1,2018-01-21 00:59:56.000000 UTC,2018-01-21 01:33:50.000000 UTC
14.78,90,21.81,130.87,1,1,2018-01-29 18:42:12.000000 UTC,2018-01-29 19:10:15.000000 UTC
22.6,90,18.05,108.35,1,1,2018-01-06 21:26:30.000000 UTC,2018-01-06 22:01:36.000000 UTC
87.1,90,1.11,91.41,2,1,2018-01-27 16:37:29.000000 UTC,2018-01-27 16:39:15.000000 UTC
27.4,90,21.05,126.35,1,1,2018-01-02 15:02:51.000000 UTC,2018-01-02 15:42:54.000000 UTC
1.32,16.5,3.66,21.96,5,1,2018-01-11 17:38:00.000000 UTC,2018-01-11 18:06:32.000000 UTC
2.86,16.5,3.66,21.96,1,1,2018-01-11 18:58:35.000000 UTC,2018-01-11 19:23:43.000000 UTC
2.24,16.5,3.66,21.96,6,1,2018-01-12 16:46:44.000000 UTC,2018-01-12 17:12:57.000000 UTC
3.77,16.5,3.66,21.96,1,1,2018-01-12 19:21:50.000000 UTC,2018-01-12 19:44:30.000000 UTC
2.76,16.5,3.66,21.96,2,1,2018-01-03 17:22:33.000000 UTC,2018-01-03 17:46:09.000000 UTC
4.42,16.5,3.66,21.96,1,1,2018-01-29 19:38:46.000000 UTC,2018-01-29 19:58:10.000000 UTC
3.39,16.5,3.66,21.96,2,1,2018-01-23 18:19:05.000000 UTC,2018-01-23 18:41:56.000000 UTC
1.97,16.5,3.66,21.96,1,1,2018-01-31 17:07:59.000000 UTC,2018-01-31 17:34:15.000000 UTC
3.1,16.5,3.66,21.96,1,1,2018-01-10 18:37:07.000000 UTC,2018-01-10 19:01:16.000000 UTC
4.59,16.5,3.66,21.96,3,1,2018-01-25 17:13:42.000000 UTC,2018-01-25 17:27:34.000000 UTC
2.9,16.5,3.66,21.96,6,1,2018-01-18 18:16:49.000000 UTC,2018-01-18 18:42:18.000000 UTC
4.65,16.5,3.66,21.96,1,1,2018-01-29 17:12:12.000000 UTC,2018-01-29 17:31:32.000000 UTC
3.38,16.5,3.66,21.96,1,1,2018-01-16 16:42:58.000000 UTC,2018-01-16 17:07:09.000000 UTC
3.35,16.5,3.66,21.96,1,1,2018-01-23 17:12:24.000000 UTC,2018-01-23 17:33:47.000000 UTC
4.32,16.5,3.66,21.96,1,1,2018-01-25 19:06:30.000000 UTC,2018-01-25 19:27:48.000000 UTC
2.83,16.5,3.66,21.96,1,1,2018-01-17 18:40:11.000000 UTC,2018-01-17 19:05:53.000000 UTC
4.64,16.5,3.66,21.96,1,1,2018-01-02 18:17:05.000000 UTC,2018-01-02 18:34:42.000000 UTC
3.48,16.5,3.66,21.96,2,1,2018-01-11 18:30:53.000000 UTC,2018-01-11 18:53:39.000000 UTC
2.58,16.5,3.66,21.96,2,1,2018-01-11 18:22:19.000000 UTC,2018-01-11 18:47:21.000000 UTC
2.97,16.5,3.66,21.96,1,1,2018-01-05 18:17:03.000000 UTC,2018-01-05 18:42:37.000000 UTC
4.7,16.5,3.66,21.96,1,1,2018-01-29 19:28:40.000000 UTC,2018-01-29 19:46:35.000000 UTC
